sender,recipient,amount_eth,risk
0x07DE4C,0x06B556,3.3284,safe
0x0DDF95,0x0BBA1F,2.6065,safe
0x07CC5F,0x0BC12F,1.1111,safe
0x0BE6FC,0x005F8C,3.7822,safe
0x0744D6,0x0B4135,3.8267,safe
0x0058ED,0x0D285F,2.6579,safe
0x09E8D9,0x08CDE8,4.8739,safe
0x050DDB,0x09054C,2.4404,safe
0x092315,0x0B79D6,2.3268,safe
0x0E2E53,0x0EE996,4.7662,safe
0x0DC9A1,0x05AE95,4.8927,safe
0x05C465,0x0A65F0,1.5547,safe
0x07A821,0x01C81A,3.577,safe
0x0E30FB,0x0DB52C,1.8309,safe
0x054AFB,0x0E93D2,2.2965,safe
0x0BBBB3,0x031AA2,3.2362,safe
0x08A140,0x069EFC,1.5738,safe
0x00AAA7,0x0D1BA7,1.4493,safe
0x05417E,0x0BCB55,2.1318,safe
0x0414FB,0x0D38BA,0.4614,safe
0x0A58BE,0x032677,0.4248,safe
0x033DD3,0x0DA8D0,3.4635,safe
0x0E209D,0x07FC67,0.1606,safe
0x0976B4,0x0DFC14,1.1156,safe
0x075933,0x029E46,1.0416,safe
0x0F36EF,0x047214,4.967,safe
0x054471,0x061401,0.7512,safe
0x06BA0C,0x0C1F0C,0.5462,safe
0x04BEA4,0x0AD7B0,2.4945,safe
0x01F4B2,0x0084A0,2.6709,safe
0x012E2F,0x0227CC,1.9868,safe
0x001068,0x0C62AE,4.6586,safe
0x0EEA99,0x057FCC,1.1679,safe
0x0BB4C4,0x0162E5,4.1011,safe
0x0CEB6A,0x063140,0.3605,safe
0x0AD5FB,0x058217,2.9857,safe
0x0C940A,0x0A4CB3,3.6644,safe
0x0DFF68,0x07BD29,0.4979,safe
0x0F05F5,0x0F3E1C,1.1818,safe
0x0C1BDC,0x05AB0D,1.1516,safe
0x0CDE3A,0x03F836,0.6423,safe
0x0A9CA7,0x01BD9B,0.8717,safe
0x0F3F7E,0x0147E2,2.2135,safe
0x0BBE19,0x060F0B,2.9804,safe
0x0A3255,0x0B60AB,4.1561,safe
0x097065,0x0EEBDB,4.2112,safe
0x08FC1D,0x08EB60,3.2139,safe
0x062CC0,0x01B423,2.0838,safe
0x013C0C,0x02D874,1.769,safe
0x04321D,0x06F4C5,1.5429,safe
0x08F4B3,0x0082A9,4.6603,safe
0x0476AB,0x0D9C6A,1.0019,safe
0x048EF0,0x0E021A,0.0534,safe
0x0A2304,0x0A0755,0.7195,safe
0x0E1737,0x04FBFF,1.3255,safe
0x06A559,0x03CE08,2.9112,safe
0x07EF6B,0x04314C,1.8245,safe
0x0BC69C,0x0B640B,1.9918,safe
0x05A1CB,0x028157,1.7566,safe
0x092112,0x0B8C79,2.9971,safe
0x02FE10,0x0C4515,0.6254,safe
0x08CEFF,0x0533C3,3.475,safe
0x0E3A2C,0x089C3B,3.0506,safe
0x0BDACA,0x0B430F,2.3087,safe
0x091D7B,0x05CFE6,3.4603,safe
0x0A78BD,0x06D70A,1.7207,safe
0x04416B,0x0D97A1,4.9378,safe
0x09A1EF,0x06AFAE,0.0194,safe
0x071759,0x00BE23,2.5815,safe
0x014574,0x0C2FC5,1.4811,safe
0x0ACC11,0x0F05E7,2.1931,safe
0x03C579,0x0CA7E5,3.7802,safe
0x0E2BAE,0x072AEB,0.1562,safe
0x01F5DF,0x057C8C,3.0103,safe
0x00991C,0x0CBD53,4.8059,safe
0x06950F,0x0165DF,3.0126,safe
0x0AAA6A,0x058994,2.4137,safe
0x0B076E,0x04FFB9,2.4045,safe
0x04C7C8,0x0E7D91,1.1742,safe
0x029D0B,0x07444E,0.7104,safe
0x0C7AA8,0x0D4C0B,3.2982,safe
0x0F3309,0x019F5A,3.5165,safe
0x08F897,0x003E08,1.0156,safe
0x09CBC9,0x053823,4.5435,safe
0x0D310F,0x08120B,0.4157,safe
0x05A015,0x090621,3.1978,safe
0x05BFCA,0x02133D,2.7539,safe
0x088995,0x0319BD,4.5647,safe
0x0A75A5,0x0DC616,1.9443,safe
0x075806,0x0C002A,2.662,safe
0x063349,0x064D6B,2.5047,safe
0x05E85C,0x047278,3.2952,safe
0x0647A2,0x065637,3.4084,safe
0x0BCF28,0x06CCBD,2.4806,safe
0x0375C3,0x052C88,1.6217,safe
0x09A1B7,0x0868A8,3.6287,safe
0x0D7FDD,0x099AAB,1.1164,safe
0x04383B,0x0B443E,0.9783,safe
0x01748A,0x0D990C,2.409,safe
0x0D6068,0x0D4579,1.5844,safe
0x014CED,0x03C19B,2.3518,safe
0x0DEF5A,0x06E046,1.6699,safe
0x00CC68,0x06F89E,2.2278,safe
0x0E19E7,0x041B0C,4.938,safe
0x060941,0x02BDA9,1.6027,safe
0x0356B4,0x096783,2.5468,safe
0x0B1F65,0x0BCD3D,0.3922,safe
0x02F088,0x018138,3.0542,safe
0x060597,0x02F41C,4.4622,safe
0x0CE412,0x054B4B,0.8972,safe
0x0332A5,0x0EA173,3.9846,safe
0x0CD1BE,0x09243E,1.3864,safe
0x034125,0x0BB416,2.0227,safe
0x037A36,0x0BEB17,3.0793,safe
0x0F1EC9,0x0DC343,1.5179,safe
0x00ADDE,0x05A4B3,3.655,safe
0x08234E,0x073D3B,4.5744,safe
0x02290A,0x08E689,2.9254,safe
0x06AD2E,0x0CE924,1.7193,safe
0x00E69B,0x0A4675,1.1419,safe
0x0AE331,0x0BE149,4.4465,safe
0x02B6F4,0x061196,3.6258,safe
0x064EF4,0x0E30CE,4.6506,safe
0x088D51,0x00DE11,2.6549,safe
0x037CF0,0x02B565,4.0624,safe
0x0D7720,0x0DA580,3.846,safe
0x0C691C,0x0C496E,4.8286,safe
0x0C9AA0,0x095E4B,1.8763,safe
0x0126D1,0x03A8A9,2.5131,safe
0x062BCF,0x0A9B42,1.489,safe
0x0791E4,0x0B6480,1.949,safe
0x060C2D,0x0C8506,0.7774,safe
0x07E078,0x059CAF,1.6121,safe
0x03DC33,0x08E995,2.9684,safe
0x05417A,0x095517,0.0845,safe
0x027D54,0x046FE6,2.3411,safe
0x0D4A7B,0x091E72,4.9879,safe
0x0B13BE,0x0456D5,2.0005,safe
0x0626A5,0x0621C3,0.5151,safe
0x05974A,0x0722E2,0.4158,safe
0x03B4DA,0x069712,2.7759,safe
0x0CACB4,0x04D2AD,1.0896,safe
0x0011F5,0x0C22DD,3.3341,safe
0x04A1EB,0x037084,3.06,safe
0x0367B0,0x0AE82C,4.5598,safe
0x0B7718,0x0D5C6D,2.0733,safe
0x03E98D,0x06797C,4.765,safe
0x0C2E22,0x0E3298,3.5873,safe
0x044A7F,0x06C02B,4.9146,safe
0x0AF100,0x05C3E4,4.3621,safe
0x02C4FB,0x0C68FA,0.1364,safe
0x09A27A,0x09CF0E,3.4041,safe
0x0378E0,0x04A3BE,4.9911,safe
0x0740BB,0x0EC75A,3.0954,safe
0x0D48BF,0x00EF0F,4.5388,safe
0x07A871,0x0386B5,1.2656,safe
0x0481A9,0x04A63B,4.2544,safe
0x0A3CBF,0x045052,2.9265,safe
0x065593,0x037EAF,3.959,safe
0x0E892B,0x064CAE,0.7311,safe
0x0C75C4,0x0B39EE,2.4894,safe
0x078EAC,0x0505D6,3.8143,safe
0x064170,0x0DB53D,3.7529,safe
0x0B1B1A,0x00D7C9,0.092,safe
0x091371,0x036417,3.2098,safe
0x0BB789,0x00C31E,1.4291,safe
0x051461,0x027B9D,0.8548,safe
0x01BCA6,0x0B0E68,3.8474,safe
0x087269,0x08131E,3.6735,safe
0x0B89D9,0x0B2C8C,2.3358,safe
0x07DB20,0x0D936A,4.3005,safe
0x0C1961,0x03B3F7,3.7915,safe
0x0E14A4,0x0149B4,3.0441,safe
0x0984DB,0x09B10B,0.1553,safe
0x03F12C,0x06B5C9,2.1531,safe
0x01AEFA,0x0A626E,0.3704,safe
0x0DC3DE,0x0E17BC,0.7447,safe
0x03F177,0x08C6A9,2.9276,safe
0x04E7F4,0x047A2F,2.1976,safe
0x091A02,0x03CC70,3.5836,safe
0x0ADF7C,0x080F8E,0.5369,safe
0x076D89,0x08C6B3,1.6566,safe
0x00B85D,0x083756,4.5423,safe
0x0A89A0,0x010885,3.1902,safe
0x093042,0x01DA60,4.0955,safe
0x0C87D8,0x03B983,0.864,safe
0x0DBD7D,0x093BE1,1.5229,safe
0x096045,0x03D7CB,4.7291,safe
0x01F3C3,0x0843AF,0.348,safe
0x0CDB0F,0x0C5F2B,3.0813,safe
0x0DD190,0x00E1F0,4.2151,safe
0x03F3AA,0x0E47A2,3.965,safe
0x0B7DB1,0x058E31,0.1031,safe
0x0CFEBB,0x0311FF,1.8033,safe
0x0E72F7,0x05C712,4.9566,safe
0x0244C7,0x052492,1.9494,safe
0x084283,0x03D510,2.4437,safe
0x06FD2E,0x036E06,4.5535,safe
0x04E35C,0x0DA8BB,0.0232,safe
0x0769AC,0x047B18,2.3442,safe
0x0F34A5,0x01A947,0.9211,safe
0x0DD758,0x058866,3.5968,safe
0x09FA69,0x086583,3.9204,safe
0x098537,0x0BC576,0.9951,safe
0x07C855,0x0DC01F,0.1928,safe
0x047F72,0x0A2F75,4.6636,safe
0x06854F,0x04A5F6,1.5004,safe
0x033358,0x034B3C,0.6001,safe
0x0DF509,0x062498,1.7137,safe
0x04D107,0x039747,4.8686,safe
0x07DE4E,0x0C41E4,3.2848,safe
0x07B753,0x009746,1.1824,safe
0x0358BB,0x01E314,0.6665,safe
0x04288E,0x015BE1,0.1765,safe
0x020595,0x0E8E51,3.5421,safe
0x09D06F,0x0EB884,2.9776,safe
0x0792C1,0x0561F0,0.3615,safe
0x0C4D1D,0x0BB0DA,2.1132,safe
0x072E47,0x01EAA2,2.1783,safe
0x0E49C9,0x0B0631,1.4409,safe
0x07CAA5,0x08A7CC,1.0941,safe
0x018732,0x0BC82C,2.6032,safe
0x0E21A2,0x0054DA,4.2353,safe
0x056F30,0x01C5EF,3.2212,safe
0x0D8911,0x0BF9DA,0.7464,safe
0x029BE1,0x0808B4,4.0946,safe
0x098ED0,0x0944C2,4.3943,safe
0x09F59E,0x072A95,4.7817,safe
0x050062,0x0362DF,1.894,safe
0x010BA9,0x0774AE,0.7473,safe
0x0A5AF0,0x05AE5A,2.0716,safe
0x036CEA,0x072220,0.7041,safe
0x02F867,0x05E479,3.2757,safe
0x0DA545,0x0F1995,4.4265,safe
0x02D7FA,0x030B87,4.4066,safe
0x002930,0x0D1BCB,0.0466,safe
0x02160E,0x07CB12,1.1108,safe
0x052ED7,0x0ADF1A,1.6652,safe
0x012BAB,0x013C14,1.0237,safe
0x00AE54,0x011821,4.3813,safe
0x072FE4,0x037D0B,1.8137,safe
0x0B0627,0x040F91,0.5747,safe
0x071161,0x0CB5E9,0.1399,safe
0x0574C8,0x06C15B,4.9523,safe
0x014F6C,0x0E177C,4.9993,safe
0x0159A5,0x01CE12,3.6043,safe
0x03B0E6,0x07C612,3.1547,safe
0x084BD5,0x041F11,4.8587,safe
0x01DC2B,0x05AC55,4.1125,safe
0x0DF235,0x03102E,3.5742,safe
0x0D39A8,0x02769A,0.7169,safe
0x06A067,0x05C16A,3.6478,safe
0x0C6138,0x0430BA,0.1051,safe
0x0116D3,0x033AD2,0.4539,safe
0x0BB36A,0x05808A,3.0073,safe
0x014665,0x0E7A94,4.1826,safe
0x0627DF,0x0978E1,4.166,safe
0x04D8C7,0x0F37A7,1.3096,safe
0x09CD7F,0x056414,0.5967,safe
0x0C8F8E,0x0B396B,1.3997,safe
0x054C75,0x064E8D,2.8006,safe
0x096D14,0x034FED,4.4301,safe
0x093CE2,0x05B6E3,1.027,safe
0x0D200E,0x0BAE3D,2.6057,safe
0x057C3E,0x0C0B05,3.9165,safe
0x055CEB,0x05928F,3.1188,safe
0x0994FC,0x09CF49,0.8961,safe
0x07B406,0x086C7C,4.4066,safe
0x01F84C,0x034628,3.0662,safe
0x089B7C,0x02C2E1,4.8185,safe
0x00D475,0x018CEE,1.121,safe
0x02B246,0x057C9D,0.7069,safe
0x02888E,0x0C4F38,2.6331,safe
0x0B05DF,0x09F4BE,2.5135,safe
0x06B354,0x051967,1.5138,safe
0x06296E,0x004ED1,1.3754,safe
0x04F6E9,0x0EF4E4,4.0784,safe
0x061518,0x02D042,1.8061,safe
0x09C395,0x000C54,4.7846,safe
0x0EB133,0x0EB6CC,0.3301,safe
0x0CC591,0x00718B,0.4639,safe
0x03F196,0x0D72B3,3.2413,safe
0x0D6C35,0x03D575,3.2266,safe
0x04D1F9,0x07E005,1.5733,safe
0x0BF288,0x004389,4.0337,safe
0x0B4E89,0x0B5860,4.6295,safe
0x0A29B5,0x05D4B6,2.7947,safe
0x0F383D,0x0ECCF4,1.4259,safe
0x014661,0x028769,1.2327,safe
0x0C60FD,0x01CD27,0.961,safe
0x02E2D5,0x086EF2,2.6287,safe
0x0BBEFA,0x0A0020,0.3135,safe
0x0D0F47,0x062BB2,0.3786,safe
0x0355EA,0x08F876,2.7923,safe
0x062B08,0x030D6B,1.501,safe
0x02E609,0x0A67DC,4.8369,safe
0x030996,0x06BEAA,1.1667,safe
0x0BC25D,0x055F90,2.7733,safe
0x0E0A3B,0x085B04,4.6171,safe
0x0C2191,0x02872B,0.558,safe
0x0EDA0B,0x0CB883,3.2774,safe
0x0A6880,0x0951D9,0.4064,safe
0x0B180C,0x0A237D,3.5576,safe
0x0D63B2,0x073733,4.3733,safe
0x01EBFE,0x0D8DA4,2.4608,safe
0x089E37,0x0BD83F,0.827,safe
0x08A2E9,0x07BFCA,1.9691,safe
0x047EE8,0x063270,0.955,safe
0x06BD9F,0x04B3E7,2.3137,safe
0x0E775C,0x098819,2.6959,safe
0x0DA1F2,0x099813,3.6024,safe
0x03E35B,0x05CCB7,2.6783,safe
0x0577D9,0x0709DB,3.7516,safe
0x0802C8,0x0D0CD9,3.6,safe
0x0E5714,0x083BA1,1.1552,safe
0x0A11E4,0x04A6BE,4.6043,safe
0x06F8D5,0x0830DF,4.5273,safe
0x09A6CF,0x02CEE6,3.1245,safe
0x018B18,0x08BA1F,1.6807,safe
0x06FF03,0x0BBEAE,0.5577,safe
0x06E221,0x02D5AE,0.5176,safe
0x02D8D9,0x0B9D06,3.2414,safe
0x0489F5,0x09C321,0.4905,safe
0x0C0237,0x047663,2.6913,safe
0x0A4376,0x090AE3,0.8446,safe
0x0ECA50,0x04AD5A,1.0694,safe
0x047C51,0x088F12,3.3805,safe
0x0E4742,0x02E5ED,0.4284,safe
0x037BFB,0x026180,4.496,safe
0x0BDDA1,0x0C9585,2.8167,safe
0x059B50,0x083F61,1.0281,safe
0x02C14B,0x010B3A,2.4258,safe
0x069FFA,0x0D027D,3.0996,safe
0x04DAB1,0x03FE72,0.4953,safe
0x0C93A8,0x081526,1.577,safe
0x01E1DC,0x0D347D,4.5345,safe
0x0E3902,0x0CE432,1.0244,safe
0x0E2F39,0x0569A2,1.3957,safe
0x0684EA,0x013399,3.4576,safe
0x0A6A60,0x06D253,3.79,safe
0x0A253E,0x0B659A,2.2066,safe
0x096E8F,0x0313BD,1.1052,safe
0x0B730A,0x07ACAB,3.7398,safe
0x0077D6,0x0B6404,2.5695,safe
0x0E0805,0x01C246,3.9836,safe
0x02AD93,0x0DED09,1.2387,safe
0x0CCC2D,0x0606A5,3.813,safe
0x04FE37,0x068FE9,2.9946,safe
0x0AE382,0x07B0E5,3.6502,safe
0x02013E,0x0BC7DD,1.0323,safe
0x0A1EE8,0x0E3D69,3.4865,safe
0x08BA46,0x021A8F,3.4947,safe
0x0D1654,0x0939D9,4.1666,safe
0x0AF0CB,0x01855A,4.997,safe
0x0D0E01,0x0DC0DB,1.5028,safe
0x0446A6,0x0C6160,4.749,safe
0x00927A,0x087AF6,1.8575,safe
0x0B99B9,0x0C3415,1.9918,safe
0x088D9C,0x0DE401,0.0765,safe
0x0D599D,0x0694E8,0.2781,safe
0x00904E,0x0CB3BB,2.3002,safe
0x0E923C,0x06C9B5,1.1491,safe
0x034C77,0x09F0E4,1.1651,safe
0x033AB1,0x0C2B4B,1.106,safe
0x086362,0x0BD0C0,3.1981,safe
0x0F0621,0x018E33,4.8733,safe
0x04F672,0x0DB4BD,1.849,safe
0x0B2FFD,0x029BE0,0.0754,safe
0x0A8D9C,0x012F0C,0.0702,safe
0x0A202F,0x0F0463,0.6429,safe
0x0601D6,0x0A7A9B,0.0494,safe
0x090094,0x0E3EFD,1.547,safe
0x0812E1,0x09E773,3.2024,safe
0x08D4EC,0x0AFE42,4.5236,safe
0x009FF1,0x0DFB32,4.1525,safe
0x025EF1,0x0B9964,4.1938,safe
0x07E893,0x090DE4,2.8447,safe
0x09958D,0x01741C,1.508,safe
0x01CB3C,0x059E31,1.2064,safe
0x0B8BE6,0x010D98,3.6551,safe
0x0237CE,0x0A58AF,1.3202,safe
0x0EBEE6,0x05080E,1.9993,safe
0x070702,0x018D99,1.6695,safe
0x0A00F7,0x0ACF06,4.7604,safe
0x018C45,0x028402,1.7222,safe
0x06F4BA,0x02AA88,3.8045,safe
0x03F3C3,0x0C5BC3,2.6806,safe
0x049B42,0x0EA660,2.9325,safe
0x0946CE,0x06E296,4.8869,safe
0x0448C6,0x0AB856,0.2171,safe
0x096474,0x091E81,0.7678,safe
0x06F950,0x0717C1,4.6371,safe
0x0A2797,0x0C74A0,3.481,safe
0x091498,0x0433D4,2.8557,safe
0x0A9766,0x0568C0,4.3026,safe
0x05F9AB,0x057729,2.2093,safe
0x04FB58,0x030E12,3.7158,safe
0x05E423,0x0CEDE6,4.1,safe
0x09E163,0x0BAD9F,0.9808,safe
0x0C10E0,0x03639E,2.1431,safe
0x0708AA,0x043EF5,0.511,safe
0x09BFC6,0x042C8E,0.9678,safe
0x054E6A,0x051DB3,1.9184,safe
0x0869FE,0x0EBCAB,1.3063,safe
0x0914B4,0x099F71,2.8078,safe
0x006D92,0x053DBC,3.1486,safe
0x088811,0x0D29C5,3.1543,safe
0x0B14E7,0x024840,4.9179,safe
0x080468,0x0CB54D,4.4943,safe
0x083E4E,0x0DAB33,4.4714,safe
0x0C1D5E,0x0EA6DA,2.851,safe
0x03BF44,0x0A3A6B,0.2258,safe
0x0CADD6,0x0E3C94,2.4953,safe
0x0973FA,0x045FF8,4.1678,safe
0x0A28B5,0x0CDBF7,2.7748,safe
0x0E5EBA,0x08702E,2.9389,safe
0x045093,0x09768F,1.5654,safe
0x0D2FBA,0x00EB53,2.0738,safe
0x0252E4,0x080BF5,3.8192,safe
0x0E8044,0x0CC121,4.553,safe
0x02DA1C,0x0BF7DD,2.3081,safe
0x0D5BC9,0x0D66D0,1.2515,safe
0x0C24C8,0x0856AE,4.8309,safe
0x08A9E5,0x09E017,2.1191,safe
0x0A900A,0x0571C6,1.4563,safe
0x02420B,0x036792,3.1807,safe
0x00FC91,0x0F01D8,2.999,safe
0x00AA6E,0x0CC7FB,1.6932,safe
0x041D27,0x022267,3.4142,safe
0x0BF4A4,0x051FA7,4.6678,safe
0x03E0AB,0x0E19BD,1.9366,safe
0x09C467,0x0DA9E8,3.2255,safe
0x029454,0x0A64B2,2.1098,safe
0x0A4334,0x01E915,2.8279,safe
0x01AC6E,0x0EDC09,2.6694,safe
0x032CDB,0x018B4B,2.2555,safe
0x0593BF,0x042940,3.8151,safe
0x065735,0x052395,4.5356,safe
0x03BF33,0x0400C5,2.5289,safe
0x0265AF,0x03E7C6,4.5947,safe
0x0B3511,0x0B57FD,2.3586,safe
0x02AB10,0x084ED1,2.3863,safe
0x015FBC,0x083207,2.9415,safe
0x02539F,0x074186,4.6309,safe
0x0CE7BD,0x042237,2.7628,safe
0x080754,0x088552,2.3347,safe
0x0CE9E2,0x0B5DF7,0.1765,safe
0x045F48,0x0A6B7A,2.4748,safe
0x079F6C,0x06617B,3.9848,safe
0x0AACE9,0x09D636,1.6172,safe
0x065B9D,0x08F87E,0.5232,safe
0x0D1F9E,0x0AC820,4.307,safe
0x030E95,0x0307EB,4.4659,safe
0x041BF3,0x068843,4.3685,safe
0x0F2768,0x09F175,0.267,safe
0x0E500B,0x0E3F8B,1.3469,safe
0x03A1A4,0x03C25D,2.3451,safe
0x0787F2,0x0ECFBE,3.7837,safe
0x050F4C,0x00DC3A,3.3945,safe
0x0D1F57,0x04403D,2.8242,safe
0x0BE9AA,0x098AD8,4.3623,safe
0x0EE65C,0x06374A,4.7022,safe
0x06E9E6,0x0581F4,1.4918,safe
0x01C37F,0x0CB952,4.3021,safe
0x0A7DD2,0x0D333F,1.8908,safe
0x0D3B72,0x097A5C,3.5784,safe
0x05B4B1,0x0A37CF,2.7557,safe
0x0B0A3D,0x051A88,0.357,safe
0x0A7047,0x014FA2,2.1699,safe
0x090F9D,0x025518,1.4009,safe
0x045DD4,0x05E06C,4.9287,safe
0x049AC1,0x009C7E,4.8538,safe
0x077CDF,0x0BC59F,2.9859,safe
0x04D163,0x0D3186,2.6047,safe
0x0D7D92,0x0878E4,4.9132,safe
0x08B5BB,0x0F0AAB,2.5298,safe
0x0BB718,0x00FFEC,1.1366,safe
0x0A1505,0x0E0882,1.6959,safe
0x04A9CC,0x031564,2.966,safe
0x0E8C70,0x07C915,3.0411,safe
0x0B0FC8,0x03F71F,4.893,safe
0x094D7B,0x0EAF2F,1.3816,safe
0x0EFBD1,0x077A67,0.4216,safe
0x0AE148,0x08B434,1.6257,safe
0x040394,0x0369C5,0.913,safe
0x0B142E,0x07693E,4.9082,safe
0x041949,0x0E76DE,2.9914,safe
0x0CA94D,0x07D06D,0.2873,safe
0x082E46,0x06A1D8,0.5538,safe
0x001BC6,0x00558C,1.0128,safe
0x0BCD40,0x065336,4.5364,safe
0x02B0DD,0x0C2B39,3.6805,safe
0x0807EE,0x021626,1.4563,safe
0x058CC3,0x04316A,0.8211,safe
0x064666,0x03FFE5,2.6944,safe
0x0AF018,0x0382CA,0.9474,safe
0x0F1667,0x0867CB,2.7314,safe
0x03EC84,0x093519,4.538,safe
0x02AB0F,0x0868AA,0.3718,safe
0x002E73,0x04E4C6,3.789,safe
0x0EF6B5,0x08A997,0.641,safe
0x0675D8,0x001567,4.0008,safe
0x0CDA4C,0x015195,0.5204,safe
0x07D686,0x0DDF2B,1.3451,safe
0x00C17A,0x03FE22,2.7678,safe
0x095AF0,0x05A609,3.4416,safe
0x0ACC32,0x055102,4.4891,safe
0x0F301A,0x045B6A,4.6945,safe
0x06B3F7,0x0B3BCE,2.5432,safe
0x0E62F3,0x065D39,0.4439,safe
0x0CB063,0x080F96,0.9415,safe
0x003457,0x0D1D5B,1.2023,safe
0x0D101B,0x081D74,1.4135,safe
0x051247,0x01371E,1.0722,safe
0x04F85A,0x078EE5,1.5118,safe
0x099D62,0x07DEA3,3.4343,safe
0x0279B8,0x01E508,4.7118,safe
0x07529D,0x02A6CE,3.9243,safe
0x09EE59,0x0C5B61,0.1999,safe
0x092E20,0x02AA3B,4.89,safe
0x0C59BB,0x07B313,0.2401,safe
0x0C3CAD,0x05D002,2.1025,safe
0x0E8ED7,0x0E935A,2.6888,safe
0x0E4A32,0x098891,2.1479,safe
0x0A9998,0x00E9A1,2.6752,safe
0x0C9C31,0x0B1818,2.8554,safe
0x0A2B28,0x03AB20,4.9623,safe
0x0B341F,0x07F48A,2.8545,safe
0x06651E,0x04E8A3,1.9622,safe
0x0A01E2,0x046F0E,2.873,safe
0x002BC7,0x023AB5,0.8236,safe
0x0D0925,0x083585,1.902,safe
0x059F47,0x05684B,2.1827,safe
0x0E55F6,0x083AAC,2.7404,safe
0x0F30F1,0x08E158,1.6571,safe
0x0A683D,0x06C3AA,3.3491,safe
0x02C168,0x050E61,0.5675,safe
0x018CDA,0x073D3B,1.1258,safe
0x01C389,0x0D918E,0.4762,safe
0x0EA504,0x08FCBC,4.4155,safe
0x072FE7,0x06FF90,0.948,safe
0x099CCD,0x0AD438,0.3793,safe
0x05C3A2,0x05AA6F,0.1672,safe
0x0DF425,0x0CB2AF,4.0504,safe
0x00C535,0x087DCC,4.9483,safe
0x05A3CC,0x0E05EF,0.7472,safe
0x0CA621,0x01E4B7,1.1522,safe
0x0E194C,0x05A9A3,1.9195,safe
0x014922,0x0A8222,4.6961,safe
0x0AEA23,0x02466E,3.2671,safe
0x03F209,0x0EE4D3,3.4228,safe
0x01883E,0x05A4FD,2.2217,safe
0x04BC36,0x01AC45,4.4525,safe
0x016EA8,0x0A9360,1.7204,safe
0x0D9B09,0x0706DE,0.8287,safe
0x08533E,0x07BBFD,4.2058,safe
0x0075A6,0x027F36,2.2753,safe
0x06C6E0,0x0DC49A,2.1333,safe
0x008C7E,0x0ECFE9,0.5386,safe
0x0ED18D,0x0EA4A3,1.8177,safe
0x0AA055,0x01ACC9,2.4406,safe
0x0244A2,0x0F1404,3.0631,safe
0x017958,0x0EAF22,3.8233,safe
0x0D7353,0x08CBFB,3.6182,safe
0x01EDC9,0x0D811D,3.5602,safe
0x0EAAA5,0x00A7B3,3.8253,safe
0x0F083A,0x008C55,3.6763,safe
0x09FC51,0x071EBB,4.7785,safe
0x0B45AE,0x0E05A3,2.7788,safe
0x0811E3,0x0DDA96,1.8292,safe
0x08933B,0x02D1B6,0.5193,safe
0x0022BB,0x0D8176,3.5204,safe
0x0A29F1,0x02A470,0.2691,safe
0x0A51FA,0x0A6CFE,4.6516,safe
0x02AB6C,0x0B2EB0,2.7006,safe
0x0264D6,0x06511F,2.281,safe
0x07CE7A,0x07A14E,4.1286,safe
0x07AD04,0x0DBF9F,0.1413,safe
0x02C5BB,0x0103E7,3.5038,safe
0x0A390D,0x0C2DBD,1.7745,safe
0x035046,0x0ED2F0,1.0735,safe
0x0BF09D,0x04A91F,4.5523,safe
0x0CEC62,0x0A7261,0.5641,safe
0x078F40,0x043840,2.6348,safe
0x015581,0x0EC21C,3.8079,safe
0x0E8EA4,0x0E471C,3.5711,safe
0x057057,0x08D01A,2.2174,safe
0x04E046,0x0F1C65,2.8886,safe
0x040FA5,0x0516A4,3.7703,safe
0x018026,0x034561,1.5828,safe
0x09C456,0x00CC64,4.114,safe
0x038423,0x038DED,3.355,safe
0x0D8A0A,0x0EC059,4.7721,safe
0x04516A,0x0829DA,1.1962,safe
0x04EB5A,0x064AB2,1.3196,safe
0x02A268,0x0CB22A,4.2523,safe
0x08C30D,0x0A81EE,3.0884,safe
0x0785BA,0x0907C4,3.8087,safe
0x0D3A43,0x0107D8,2.2686,safe
0x0A4A27,0x0BF9C3,1.2287,safe
0x05A2C1,0x030025,0.3981,safe
0x01A9F4,0x02F9DE,4.7028,safe
0x00B545,0x0B2758,4.1921,safe
0x076F42,0x0C822A,2.8354,safe
0x0E042E,0x0D7743,0.9963,safe
0x0C9E84,0x06FD26,2.5392,safe
0x0276FF,0x03953A,4.0613,safe
0x03A6AF,0x012772,1.3088,safe
0x07DD73,0x076C05,4.0381,safe
0x069889,0x082330,0.0145,safe
0x075439,0x0944FE,2.2895,safe
0x06CF38,0x02052C,0.6179,safe
0x0CA6BF,0x02E6C8,0.8154,safe
0x024C6E,0x032501,4.8456,safe
0x060139,0x00A2CB,0.115,safe
0x0F1B51,0x00156E,0.4594,safe
0x0A3FE6,0x0AD480,1.6629,safe
0x0261C3,0x0E03F2,1.8471,safe
0x0AEEC6,0x09F694,2.4433,safe
0x03AE5E,0x0C9949,3.4639,safe
0x078538,0x0EA061,3.6189,safe
0x03B6F0,0x060E1F,1.8524,safe
0x072B27,0x0F4025,1.4852,safe
0x008646,0x0CB2A3,1.9413,safe
0x021410,0x09E6BF,2.1925,safe
0x0BBA28,0x0E1FBF,4.6362,safe
0x03AE91,0x044DDE,2.6357,safe
0x062882,0x0AC59E,4.5552,safe
0x040FD3,0x033214,1.9774,safe
0x0B55CF,0x01C6C4,3.5596,safe
0x082815,0x069747,0.7407,safe
0x031408,0x085BC9,4.9149,safe
0x026E75,0x07C0C5,1.1594,safe
